timestamp,temperature_C
2025-01-01 00:00:00,30.397371322408986
2025-01-01 00:00:18,29.894842749770184
2025-01-01 00:00:36,30.52905920540472
2025-01-01 00:00:54,31.23478643128744
2025-01-01 00:01:12,29.83449399814895
2025-01-01 00:01:30,29.839961258174565
2025-01-01 00:01:48,31.296095169495796
2025-01-01 00:02:06,30.65212675482788
2025-01-01 00:02:24,29.668053471743026
2025-01-01 00:02:42,30.48313497242508
2025-01-01 00:03:00,29.683806681961727
2025-01-01 00:03:18,29.6874108671112
2025-01-01 00:03:36,30.25901824958659
2025-01-01 00:03:54,28.540277921094948
2025-01-01 00:04:12,28.69642145092976
2025-01-01 00:04:30,29.63197920280858
2025-01-01 00:04:48,29.276997741847886
2025-01-01 00:05:06,30.344113812269438
2025-01-01 00:05:24,29.37174988352873
2025-01-01 00:05:42,28.973779263815704
2025-01-01 00:06:00,31.281594197656414
2025-01-01 00:06:18,29.93390696997354
2025-01-01 00:06:36,30.174003265676596
2025-01-01 00:06:54,28.985634701750556
2025-01-01 00:07:12,29.695379470639683
2025-01-01 00:07:30,30.225075965821695
2025-01-01 00:07:48,29.22099511367763
2025-01-01 00:08:06,30.447800303133793
2025-01-01 00:08:24,29.672182674156712
2025-01-01 00:08:42,29.92479018219719
2025-01-01 00:09:00,29.68223126000693
2025-01-01 00:09:18,31.65087027048809
2025-01-01 00:09:36,30.16370091502643
2025-01-01 00:09:54,29.333780715946972
2025-01-01 00:10:12,30.843435938962227
2025-01-01 00:10:30,29.214175418858137
2025-01-01 00:10:48,30.363391317295843
2025-01-01 00:11:06,28.634014211061864
2025-01-01 00:11:24,29.144651099852204
2025-01-01 00:11:42,30.37013830991846
2025-01-01 00:12:00,30.80887171443428
2025-01-01 00:12:18,30.360641945083216
2025-01-01 00:12:36,30.136477297908677
2025-01-01 00:12:54,29.993561298547156
2025-01-01 00:13:12,29.057074714952137
2025-01-01 00:13:30,29.669464707303177
2025-01-01 00:13:48,29.882276532086905
2025-01-01 00:14:06,31.101932506246484
2025-01-01 00:14:24,30.53657622844181
2025-01-01 00:14:42,28.856696032630225
2025-01-01 00:15:00,30.5318415747063
2025-01-01 00:15:18,29.96995449278349
2025-01-01 00:15:36,29.74192830397364
2025-01-01 00:15:54,30.778252185088892
2025-01-01 00:16:12,31.119155678027216
2025-01-01 00:16:30,31.044824711075094
2025-01-01 00:16:48,29.6338707962145
2025-01-01 00:17:06,30.063318749902695
2025-01-01 00:17:24,30.581142861800387
2025-01-01 00:17:42,31.102011308294774
2025-01-01 00:18:00,29.943678523588595
2025-01-01 00:18:18,30.183933050673872
2025-01-01 00:18:36,29.452834175336395
2025-01-01 00:18:54,29.386378375733674
2025-01-01 00:19:12,30.998805444816234
2025-01-01 00:19:30,31.439217506631344
2025-01-01 00:19:48,30.302057661881335
2025-01-01 00:20:06,31.16793192485371
2025-01-01 00:20:24,30.659853839523226
2025-01-01 00:20:42,29.859888187824076
2025-01-01 00:21:00,30.670539000544004
2025-01-01 00:21:18,31.61728984007374
2025-01-01 00:21:36,30.363637366040372
2025-01-01 00:21:54,31.649450265600215
2025-01-01 00:22:12,28.307375928021393
2025-01-01 00:22:30,31.0661302053918
2025-01-01 00:22:48,30.483681560866163
2025-01-01 00:23:06,30.180273237604418
2025-01-01 00:23:24,30.498322451756962
2025-01-01 00:23:42,28.840292905782345
2025-01-01 00:24:00,30.26004422204428
2025-01-01 00:24:18,30.726904965825945
2025-01-01 00:24:36,31.62896279569795
2025-01-01 00:24:54,30.037463505095484
2025-01-01 00:25:12,29.810716379267156
2025-01-01 00:25:30,30.061536664175822
2025-01-01 00:25:48,31.20069447979876
2025-01-01 00:26:06,30.73680360262851
2025-01-01 00:26:24,30.055423917359576
2025-01-01 00:26:42,30.89527482208457
2025-01-01 00:27:00,30.56775113358135
2025-01-01 00:27:18,31.270432721867426
2025-01-01 00:27:36,29.939301300048097
2025-01-01 00:27:54,30.2442405074935
2025-01-01 00:28:12,30.19810954934351
2025-01-01 00:28:30,29.346409351420487
2025-01-01 00:28:48,30.759542154198563
2025-01-01 00:29:06,30.736914151000395
2025-01-01 00:29:24,30.537584070914725
2025-01-01 00:29:42,30.351246336426183
2025-01-01 00:30:00,29.412041545740113
2025-01-01 00:30:18,30.213243329698994
2025-01-01 00:30:36,30.281008769046263
2025-01-01 00:30:54,29.91877870062199
2025-01-01 00:31:12,30.436991413323714
2025-01-01 00:31:30,30.894679461242248
2025-01-01 00:31:48,32.08580560992202
2025-01-01 00:32:06,30.721936565963762
2025-01-01 00:32:24,30.79373136215657
2025-01-01 00:32:42,30.533550351535336
2025-01-01 00:33:00,29.0635054407241
2025-01-01 00:33:18,30.58272592922032
2025-01-01 00:33:36,30.65753509550717
2025-01-01 00:33:54,32.585357790433385
2025-01-01 00:34:12,30.46628776998591
2025-01-01 00:34:30,30.8668261190778
2025-01-01 00:34:48,30.60322978844172
2025-01-01 00:35:06,29.70146698226154
2025-01-01 00:35:24,31.55607711483892
2025-01-01 00:35:42,31.2487739765277
2025-01-01 00:36:00,31.285461025009777
2025-01-01 00:36:18,29.93053264394726
2025-01-01 00:36:36,31.785684413916176
2025-01-01 00:36:54,29.547373682861085
2025-01-01 00:37:12,31.143744980173864
2025-01-01 00:37:30,32.4320277755002
2025-01-01 00:37:48,29.892637375715747
2025-01-01 00:38:06,30.237430597926277
2025-01-01 00:38:24,30.77559139785853
2025-01-01 00:38:42,30.298490478639675
2025-01-01 00:39:00,29.4661401187618
2025-01-01 00:39:18,30.766920264254015
2025-01-01 00:39:36,29.86762508691075
2025-01-01 00:39:54,31.101739322146745
2025-01-01 00:40:12,29.992722449840617
2025-01-01 00:40:30,31.973604954251456
2025-01-01 00:40:48,30.112449516378526
2025-01-01 00:41:06,30.486796777874073
2025-01-01 00:41:24,31.40065271948816
2025-01-01 00:41:42,29.770539554944566
2025-01-01 00:42:00,30.94259011960366
2025-01-01 00:42:18,31.811726634089148
2025-01-01 00:42:36,29.485415190257278
2025-01-01 00:42:54,30.924497294062427
2025-01-01 00:43:12,30.990083947641065
2025-01-01 00:43:30,31.4130225839346
2025-01-01 00:43:48,29.80338935493575
2025-01-01 00:44:06,29.74196932674278
2025-01-01 00:44:24,31.22127161331483
2025-01-01 00:44:42,31.046688886651822
2025-01-01 00:45:00,31.014877252813662
2025-01-01 00:45:18,31.097022395429967
2025-01-01 00:45:36,30.281223930285922
2025-01-01 00:45:54,31.01642556301309
2025-01-01 00:46:12,31.070458493277535
2025-01-01 00:46:30,30.269896294791206
2025-01-01 00:46:48,32.33937295152308
2025-01-01 00:47:06,31.231194585156
2025-01-01 00:47:24,29.904459342512308
2025-01-01 00:47:42,31.38811789866336
2025-01-01 00:48:00,30.088501520297
2025-01-01 00:48:18,31.503285351043957
2025-01-01 00:48:36,31.80586390328475
2025-01-01 00:48:54,30.227810311494345
2025-01-01 00:49:12,31.660424743347715
2025-01-01 00:49:30,31.225315196570502
2025-01-01 00:49:48,31.55810413299257
2025-01-01 00:50:06,32.42325486961781
2025-01-01 00:50:24,30.714873391328688
2025-01-01 00:50:42,30.31355726903792
2025-01-01 00:51:00,30.21029588259225
2025-01-01 00:51:18,30.27461932708542
2025-01-01 00:51:36,30.870945212909778
2025-01-01 00:51:54,31.210906075918988
2025-01-01 00:52:12,31.164693935020097
2025-01-01 00:52:30,31.610443571766893
2025-01-01 00:52:48,30.96445303414111
2025-01-01 00:53:06,32.12223219521253
2025-01-01 00:53:24,30.753031738121216
2025-01-01 00:53:42,33.146243661216374
2025-01-01 00:54:00,31.475992175030516
2025-01-01 00:54:18,30.295081059833983
2025-01-01 00:54:36,30.129440747576577
2025-01-01 00:54:54,31.377479145825127
2025-01-01 00:55:12,30.818076273159747
2025-01-01 00:55:30,31.573390998308188
2025-01-01 00:55:48,31.386123611772568
2025-01-01 00:56:06,30.954612092174905
2025-01-01 00:56:24,30.340780752783562
2025-01-01 00:56:42,29.81167724082386
2025-01-01 00:57:00,30.671681134296215
2025-01-01 00:57:18,31.71934898247698
2025-01-01 00:57:36,31.21084056273134
2025-01-01 00:57:54,30.048308927858184
2025-01-01 00:58:12,31.188777831553388
2025-01-01 00:58:30,31.363818884998203
2025-01-01 00:58:48,30.35380966655038
2025-01-01 00:59:06,31.18920507217424
2025-01-01 00:59:24,31.118120065349967
2025-01-01 00:59:42,30.16250368043277
2025-01-01 01:00:00,31.36843535367021
